year,metarea,age,wage,edcode
1983,5000,42,27.175919,4
1978,5000,33,11.66588,4
1976,5000,41,8.8135519,1
1976,5000,30,2.0073032,2
1981,5000,55,9.1520691,4
1981,5000,26,5.2297535,3
1979,5000,35,11.368051,4
1976,5000,35,13.228336,2
1983,5000,29,12.727835,4
1979,5000,30,4.638165,3
1983,5000,36,11.817397,3
1982,5000,57,12.0996,4
1976,5000,51,12.929952,2
1983,5000,56,6.2801814,3
1977,5000,53,6.8718958,2
1978,5000,31,9.7215672,2
1977,5000,28,4.7623448,3
1984,5000,38,10.706449,2
1981,5000,29,4.6486702,3
1983,5000,33,3.7988691,1
1979,5000,38,5.3911848,1
1984,5000,54,7.9307027,2
1984,5000,25,4.2703786,2
1981,5000,48,5.2297535,3
1983,5000,26,15.041987,2
1979,5000,41,5.456665,4
1981,5000,43,8.1496992,2
1983,5000,28,10.606529,4
1978,5000,28,9.4785271,2
1976,5000,39,3.4811411,2
1982,5000,28,4.9262652,2
1984,5000,49,13.344933,4
1982,5000,25,4.1052208,4
1982,5000,37,5.8646021,2
1979,5000,38,7.7457027,2
1981,5000,25,3.0062189,2
1978,5000,42,6.3190188,1
1977,5000,30,5.3459706,2
1978,5000,31,8.6413927,2
1982,5000,53,3.6023316,2
1978,5000,38,20.353502,3
1979,5000,47,4.3653316,4
1977,5000,44,3.4877226,1
1982,5000,28,8.6969881,4
1983,5000,33,13.125581,4
1977,5000,32,13.006171,3
1977,5000,37,14.381823,2
1982,5000,59,7.8820243,4
1981,5000,44,14.527093,4
1983,5000,32,7.1594071,3
1981,5000,37,13.946009,4
1983,5000,29,4.7729383,4
1983,5000,37,11.932345,3
1979,5000,32,13.914496,4
1981,5000,27,8.1835957,4
1979,5000,25,6.282258,4
1984,5000,37,8.4051895,3
1983,5000,43,9.9436216,4
1983,5000,43,2.8726015,1
1977,5000,39,5.7198191,2
1982,5000,27,3.694699,3
1983,5000,28,9.9014597,2
1982,5000,58,6.1578317,1
1981,5000,47,9.6404552,1
1977,5000,41,7.8446302,2
1983,5000,37,9.3428669,4
1978,5000,48,4.3023105,1
1979,5000,49,3.5113635,2
1980,5000,56,36.057693,1
1977,5000,47,3.0489461,1
1976,5000,27,6.8515816,2
1983,5000,48,15.909794,3
1978,5000,58,2.8477318,1
1978,5000,28,9.5102291,3
1983,5000,36,7.2317243,3
1982,5000,29,4.5157433,1
1978,5000,54,5.8742571,1
1976,5000,52,8.3547373,2
1984,5000,50,9.3414526,2
1978,5000,31,1.9746934,2
1980,5000,35,17.307692,2
1976,5000,48,6.9622822,2
1979,5000,40,3.6887054,1
1982,5000,28,6.7442923,2
1984,5000,34,1.8301622,4
1980,5000,46,7.03125,2
1981,5000,34,4.3581276,2
1983,5000,34,9.5458765,3
1980,5000,25,8.6538458,3
1978,5000,39,3.3417888,1
1981,5000,52,4.0675859,4
1979,5000,34,2.4118459,3
1981,5000,26,3.7355385,1
1982,5000,40,10.263053,2
1980,5000,53,5.2447553,1
1979,5000,34,5.456665,2
1983,5000,26,7.2317243,4
1979,5000,33,13.095994,4
1979,5000,50,34.104153,3
1977,5000,28,8.4983501,2
1982,5000,58,15.107213,4
1976,5000,33,15.317019,4
1983,5000,38,4.8922615,1
1979,5000,49,10.613212,2
1976,5000,42,33.691757,4
1982,5000,27,11.823036,4
1979,5000,27,14.732994,3
1984,5000,26,6.0624118,2
1982,5000,29,6.5683541,4
1977,5000,58,4.968266,2
1977,5000,38,5.5566134,2
1979,5000,49,5.8764086,1
1983,5000,29,3.7988691,1
1977,5000,37,6.6817026,2
1983,5000,59,11.773248,4
1977,5000,47,10.982483,2
1984,5000,29,10.675945,2
1984,5000,40,4.3575287,2
1981,5000,35,2.2662265,2
1977,5000,28,3.1959605,2
1976,5000,56,12.95263,2
1981,5000,30,6.0723252,3
1977,5000,54,7.6485152,2
1981,5000,49,18.73995,2
1981,5000,31,8.7162552,2
1982,5000,43,9.5788498,1
1976,5000,44,10.343961,2
1984,5000,36,11.05723,4
1981,5000,27,5.665566,2
1980,5000,35,10.576922,2
1983,5000,52,3.5797036,1
1979,5000,54,8.7306643,1
1977,5000,46,15.035541,4
1977,5000,30,5.8951464,2
1978,5000,31,4.2531857,3
1978,5000,29,9.2354879,2
1976,5000,34,17.405703,4
1979,5000,41,19.955803,4
1983,5000,36,3.4365153,2
1976,5000,59,8.3547373,2
1982,5000,46,5.0740538,3
1981,5000,42,8.7162552,2
1984,5000,52,10.167566,2
1981,5000,34,5.0990095,3
1977,5000,53,6.7986803,1
1980,5000,27,3,4
1979,5000,40,7.6393304,4
1977,5000,36,3.5082929,4
1980,5000,51,2.7403846,1
1980,5000,25,4.8076925,3
1982,5000,36,13.34197,3
1983,5000,33,9.5458765,4
1978,5000,40,8.1806984,1
1977,5000,32,7.8010502,3
1980,5000,28,4.375,2
1978,5000,41,6.3190188,4
1981,5000,27,6.5154018,3
1982,5000,28,1.8297558,1
1979,5000,43,3.174787,2
1980,5000,49,28.846153,4
1977,5000,34,6.8937664,4
1976,5000,45,8.5970259,1
1978,5000,57,14.825391,2
1979,5000,30,4.5885096,2
1978,5000,51,11.156713,2
1982,5000,40,11.301432,1
1979,5000,54,10.367663,1
1984,5000,43,24.783447,4
1983,5000,45,9.9436216,2
1980,5000,56,18.095512,4
1979,5000,52,1.9346356,2
1983,5000,32,11.543851,4
1980,5000,31,8.4615383,3
1979,5000,31,3.4376986,2
1981,5000,43,9.1313152,4
1980,5000,33,16.105768,4
1978,5000,48,8.5063715,2
1979,5000,28,10.913328,4
1979,5000,42,13.095994,3
1977,5000,47,10.19802,1
1976,5000,55,5.6394477,2
1979,5000,32,2.8686466,4
1978,5000,42,5.7445621,4
1980,5000,56,14.958174,2
1984,5000,45,5.8463511,4
1977,5000,26,6.1885424,3
1980,5000,36,5.5555558,1
1977,5000,56,15.035541,2
1981,5000,30,6.9730053,1
1976,5000,41,6.860168,2
1982,5000,51,6.5683541,1
1978,5000,38,3.7914112,2
1976,5000,28,10.443422,2
1978,5000,51,3.9493868,3
1984,5000,58,4.4654856,1
1978,5000,25,5.1701059,2
1981,5000,55,14.163918,3
1979,5000,25,7.7048101,4
1982,5000,56,10.616512,2
1982,5000,25,3.029918,2
1981,5000,42,10.624767,1
1978,5000,55,12.952772,1
1978,5000,32,11.555298,2
1983,5000,35,11.932345,2
1982,5000,53,9.8525305,4
1982,5000,34,9.442008,2
1976,5000,31,9.4971094,3
1984,5000,33,2.5927296,1
1979,5000,31,5.0201316,2
1978,5000,35,7.6557345,1
1984,5000,41,13.726215,3
1979,5000,50,6.6773205,1
1976,5000,57,17.173628,4
1981,5000,29,6.7986794,4
1982,5000,48,3.2020724,1
1981,5000,50,12.938799,3
1977,5000,39,10.122918,1
1983,5000,26,8.3084478,4
1976,5000,41,7.2407732,1
1976,5000,33,10.652289,4
1978,5000,29,7.5949745,3
1976,5000,37,7.2407732,2
1984,5000,41,38.127995,4
1983,5000,49,3.7785761,4
1983,5000,54,21.875967,1
1980,5000,29,3.1250002,1
1984,5000,32,13.072585,2
1978,5000,47,13.367155,2
1977,5000,47,4.6457644,1
1978,5000,43,10.936764,4
1980,5000,35,2.2435899,2
1980,5000,47,5.7692308,1
1981,5000,47,8.7162552,1
1980,5000,33,4.8076925,3
1976,5000,41,14.620791,1
1977,5000,29,11.756486,4
1978,5000,30,3.1595094,2
1976,5000,53,8.5803165,1
1980,5000,52,5.7692308,2
1976,5000,35,2.7514939,2
1981,5000,25,3.718936,4
1982,5000,25,2.988601,1
1980,5000,26,5,1
1980,5000,48,8.4134617,4
1982,5000,38,6.5683541,2
1984,5000,28,16.776485,2
1976,5000,31,7.8905869,4
1976,5000,45,4.7065024,1
1983,5000,28,12.727835,2
1984,5000,29,4.0670271,2
1978,5000,57,21.526329,4
1980,5000,52,11.538461,2
1983,5000,27,11.932345,4
1976,5000,30,4.6415215,2
1976,5000,40,13.367579,4
1982,5000,30,5.3367872,3
1980,5000,35,5.8986015,3
1978,5000,54,7.2911754,2
1984,5000,28,2.9740136,1
1984,5000,34,3.2409122,1
1984,5000,56,3.7038999,1
1983,5000,26,3.5797036,2
1979,5000,29,14.934031,4
1981,5000,33,8.7162552,4
1980,5000,31,12.067307,4
1983,5000,30,4.8311443,2
1979,5000,50,3.2428181,2
1982,5000,26,14.368275,2
1982,5000,54,6.5683541,2
1979,5000,27,9.2763309,3
1983,5000,28,6.761662,3
1984,5000,47,11.438513,1
1976,5000,30,8.3547373,2
1980,5000,28,10.817307,2
1983,5000,51,2.3864691,1
1976,5000,53,9.3990803,2
1984,5000,40,14.641295,4
1981,5000,34,6.8812551,4
1983,5000,30,5.2909312,2
1981,5000,36,13.074384,2
1980,5000,55,5.5288463,1
1977,5000,57,10.459507,2
1980,5000,41,9.6153841,2
1980,5000,29,14.676112,2
1982,5000,55,8.620965,3
1977,5000,38,3.1378524,2
1981,5000,28,8.5225611,4
1984,5000,49,11.05723,3
1979,5000,45,10.913328,2
1979,5000,40,9.7440434,2
1984,5000,27,18.30162,4
1982,5000,27,8.5388603,4
1983,5000,36,9.5458765,2
1981,5000,39,5.665566,2
1981,5000,39,8.2804441,1
1977,5000,54,14.381823,1
1981,5000,29,6.2950735,4
1981,5000,26,8.6482687,3
1984,5000,57,13.556755,4
1983,5000,53,8.3526421,2
1977,5000,37,11.997672,4
1978,5000,42,7.2911754,1
1976,5000,44,6.7882242,1
1984,5000,48,11.438513,4
1983,5000,58,12.141685,4
1977,5000,25,10.459507,3
1984,5000,34,8.1340532,2
1982,5000,51,6.9788761,1
1978,5000,49,5.4683819,1
1983,5000,30,17.370262,2
1981,5000,47,4.3581276,1
1980,5000,52,5.2884612,1
1982,5000,52,6.1578317,1
1984,5000,34,11.497173,4
1980,5000,29,9.2028847,3
1976,5000,55,5.4305801,1
1978,5000,32,11.881916,3
1980,5000,30,14.423077,4
1978,5000,29,6.8354774,2
1983,5000,33,10.606529,2
1984,5000,59,22.877026,4
1984,5000,34,7.6256752,4
1981,5000,30,2.6148767,1
1977,5000,44,3.7654228,3
1984,5000,28,16.288443,4
1983,5000,51,3.6249652,1
1984,5000,27,2.2877026,1
1982,5000,33,2.4631326,1
1979,5000,44,8.5123968,4
1979,5000,27,6.8099174,3
1977,5000,30,6.2103324,4
1982,5000,31,3.2064292,3
1983,5000,25,9.9436216,2
1979,5000,39,4.9109983,2
1976,5000,35,10.405259,3
1979,5000,33,9.8219957,4
1984,5000,35,11.438513,1
1984,5000,26,9.7189989,4
1976,5000,31,11.515615,3
1982,5000,31,14.857615,4
1977,5000,26,7.8446302,4
1976,5000,46,7.2407732,1
1976,5000,56,8.806345,3
1979,5000,43,9.0667543,2
1980,5000,32,12.620193,4
1979,5000,25,6.0023317,4
1977,5000,26,3.2685959,4
1982,5000,42,2.7751296,1
1977,5000,50,15.451546,4
1982,5000,33,5.254683,4
1978,5000,44,3.6455877,3
1981,5000,44,1.69967,1
1984,5000,28,9.1508102,4
1977,5000,57,5.8483267,1
1980,5000,32,4.8076925,3
1981,5000,28,3.9223151,1
1979,5000,41,15.278661,3
1984,5000,39,6.9393644,1
1978,5000,40,17.685883,4
1984,5000,28,4.766047,3
1979,5000,28,9.5055094,3
1980,5000,42,10.73077,4
1978,5000,36,8.1535721,1
1980,5000,51,10.026428,3
1982,5000,40,5.254683,2
1980,5000,50,3.846154,2
1976,5000,40,13.08143,2
1978,5000,35,2.1542108,2
1979,5000,30,13.641661,3
1981,5000,53,4.5324535,2
1983,5000,47,4.620204,3
1983,5000,31,2.8955824,2
1982,5000,25,8.695406,2
1977,5000,28,7.1909113,2
1982,5000,51,3.1309152,2
1980,5000,58,9.6153841,4
1983,5000,26,11.136856,2
1977,5000,28,15.253448,1
1980,5000,38,4.2948718,2
1983,5000,35,6.761662,2
1976,5000,46,8.3547373,2
1976,5000,46,2.5992517,2
1976,5000,32,3.7132168,3
1984,5000,30,11.438513,4
1984,5000,29,3.172281,4
1980,5000,33,8.0469131,4
1981,5000,28,4.9403734,3
1982,5000,30,3.8119912,1
1976,5000,41,5.5698256,1
1976,5000,31,12.377388,3
1981,5000,37,7.3603935,2
1977,5000,56,18.594389,2
1977,5000,49,11.113226,1
1977,5000,41,19.49272,4
1984,5000,45,13.913515,4
1978,5000,57,19.252954,2
1981,5000,51,7.8446302,1
1980,5000,30,6.9711542,2
1982,5000,56,13.684071,3
1976,5000,44,6.9622822,2
1978,5000,33,7.3353639,2
1978,5000,38,4.8607836,3
1978,5000,27,7.5342135,4
1977,5000,57,8.3806801,3
1979,5000,41,4.9655652,1
1981,5000,27,2.5180295,2
1982,5000,53,5.7473097,2
1977,5000,27,10.917109,2
1980,5000,53,3.9062498,2
1976,5000,26,5.4305801,2
1978,5000,47,5.4683819,1
1983,5000,55,5.9661727,2
1983,5000,27,3.1819587,3
1982,5000,38,10.316087,4
1981,5000,30,12.638572,3
1979,5000,56,9.8219957,1
1982,5000,29,2.0526106,4
1981,5000,43,6.5371919,1
1981,5000,59,5.7091475,1
1977,5000,26,6.5371919,4
1979,5000,55,19.643991,4
1978,5000,55,9.4785271,1
1980,5000,44,6.9711542,2
1979,5000,51,8.1849966,1
1981,5000,40,8.7162552,1
1984,5000,50,11.629155,4
1976,5000,46,11.835877,3
1980,5000,32,7.5757575,1
1976,5000,27,2.5024431,2
1980,5000,42,5.2884612,1
1978,5000,50,9.1139698,1
1983,5000,28,2.4546537,1
1977,5000,36,11.766946,3
1978,5000,38,12.151959,2
1984,5000,45,7.8798652,4
1984,5000,56,3.0502703,4
1977,5000,29,8.6290932,4
1981,5000,39,10.89532,2
1980,5000,37,17.307692,4
1977,5000,42,6.2757049,1
1978,5000,47,30.379898,4
1980,5000,42,16.483515,3
1984,5000,38,9.9133787,4
1978,5000,29,6.622818,1
1984,5000,45,8.5068645,2
1984,5000,44,5.7192564,2
1978,5000,26,9.7215672,3
1984,5000,48,8.006959,3
1983,5000,30,5.4326124,3
1983,5000,33,9.2807131,2
1978,5000,48,3.995729,2
1981,5000,27,12.086542,1
1980,5000,26,3.4999998,4
1981,5000,32,4.7213054,2
1976,5000,28,4.115643,3
1977,5000,31,11.378637,2
1982,5000,48,3.3961375,1
1976,5000,37,5.5698256,1
1979,5000,37,4.1006837,2
1982,5000,32,4.9952331,2
1981,5000,30,15.253448,4
1984,5000,35,9.532094,3
1981,5000,38,4.3581276,4
1976,5000,36,7.616735,1
1976,5000,37,14.620791,2
1977,5000,42,5.300426,2
1984,5000,36,15.25135,4
1983,5000,32,9.5458765,2
1977,5000,40,3.5353136,4
1977,5000,27,2.9914193,4
1977,5000,25,13.074384,4
1981,5000,47,3.3993397,1
1980,5000,39,8.1730757,1
1983,5000,32,6.2292142,3
1984,5000,34,9.1508102,4
1979,5000,31,14.58603,4
1981,5000,42,7.2842999,3
1982,5000,43,5.7473097,2
1983,5000,54,12.091442,1
1980,5000,59,6.7307692,1
1983,5000,52,5.9661727,1
1984,5000,41,6.2610812,2
1977,5000,34,8.1061192,1
1979,5080,58,12.992061,1
1976,5080,55,14.152926,4
1978,5080,32,12.240496,2
1977,5080,42,10.982483,2
1977,5080,44,16.9967,4
1977,5080,32,9.4135561,4
1979,5080,35,13.981188,3
1983,5080,37,18.561426,4
1983,5080,57,9.2348385,3
1977,5080,56,5.801065,1
1978,5080,26,11.250937,2
1976,5080,39,11.070028,4
1981,5080,35,9.5878811,2
1976,5080,30,8.3547373,3
1977,5080,27,9.2973385,3
1978,5080,35,11.931014,3
1978,5080,50,12.759558,1
1983,5080,41,11.136856,3
1978,5080,33,7.2911754,2
1977,5080,45,8.4983501,3
1978,5080,26,4.8607836,1
1976,5080,53,9.4130039,1
1978,5080,47,23.574802,4
1978,5080,27,8.8608046,4
1979,5080,38,5.0928874,2
1981,5080,45,7.6267242,2
1976,5080,32,16.385729,4
1981,5080,33,11.505458,3
1976,5080,56,7.6585097,2
1980,5080,56,10.576922,2
1976,5080,57,9.301609,2
1976,5080,26,10.07632,2
1978,5080,55,6.0759797,3
1977,5080,57,10.291133,2
1980,5080,28,8.6538458,4
1977,5080,33,9.1520691,2
1979,5080,38,16.369993,2
1980,5080,35,1.923077,4
1977,5080,45,5.229754,1
1981,5080,32,8.7162552,3
1978,5080,34,5.3468618,2
1982,5080,56,16.420883,2
1977,5080,27,9.675045,2
1976,5080,42,5.5097508,4
1977,5080,42,14.897609,4
1976,5080,38,10.426094,2
1978,5080,31,6.2961235,3
1977,5080,32,7.1909113,2
1978,5080,43,8.4253588,2
1978,5080,27,9.1139698,2
1976,5080,57,7.3103957,1
1976,5080,44,13.924562,4
1978,5080,27,9.7215672,3
1978,5080,31,10.852307,4
1978,5080,48,18.106419,4
1976,5080,49,9.9019108,2
1978,5080,34,13.502176,3
1984,5080,26,5.6370187,4
1976,5080,26,6.2660532,3
1977,5080,45,6.5371919,4
1976,5080,51,5.6357346,1
1976,5080,32,6.1769361,1
1978,5080,45,9.7215672,4
1977,5080,28,12.747526,4
1976,5080,50,10.16261,1
1976,5080,50,10.443422,1
1976,5080,46,4.241024,1
1978,5080,34,20.153734,2
1978,5080,29,14.481084,1
1980,5080,31,4.6875,3
1977,5080,42,10.459507,1
1976,5080,29,9.0509663,2
1976,5080,32,11.139649,2
1976,5080,25,9.3990803,4
1976,5080,29,3.8617456,1
1981,5080,28,10.874566,3
1976,5080,25,11.487764,2
1977,5080,44,23.243347,4
1976,5080,46,16.123178,3
1977,5080,37,12.777239,2
1982,5080,48,38.48645,4
1977,5080,41,13.728104,2
1981,5080,42,11.621674,4
1976,5080,51,9.096221,2
1976,5080,30,9.5924768,3
1977,5080,44,16.270344,2
1979,5080,50,9.6037292,2
1976,5080,54,10.443422,1
1976,5080,50,3.4811411,3
1980,5080,47,12.980769,2
1976,5080,33,9.598897,3
1978,5080,27,11.217192,2
1981,5080,41,9.5878811,2
1977,5080,40,14.577067,2
1976,5080,45,11.291429,3
1976,5080,49,16.487379,2
1977,5080,28,6.7986803,2
1977,5080,26,7.6376657,4
1977,5080,35,11.505458,4
1976,5080,44,5.2217112,2
1977,5080,44,6.1330752,4
1983,5080,37,11.030791,4
1982,5080,42,12.315663,4
1977,5080,28,9.0067987,4
1978,5080,38,9.7215672,1
1981,5080,46,5.6668739,1
1978,5080,36,8.645566,3
1978,5080,42,11.283963,1
1978,5080,42,13.619309,3
1981,5080,43,7.6153932,2
1980,5080,25,7.2115383,2
1978,5080,33,8.4485273,1
1977,5080,47,11.505458,2
1978,5080,31,9.5190353,4
1984,5080,28,7.0156217,2
1983,5080,37,6.949398,4
1984,5080,44,11.438513,3
1978,5080,32,12.638036,2
1981,5080,25,12.638572,3
1981,5080,34,6.9674416,2
1983,5080,58,10.606529,2
1980,5080,49,9.8290586,4
1984,5080,46,11.286,2
1979,5080,43,6.547998,2
1976,5080,37,5.7597055,2
1981,5080,34,9.849369,2
1979,5080,32,6.7751737,3
1984,5080,39,7.9307027,1
1977,5080,47,20.265297,1
1982,5080,37,14.368275,4
1981,5080,44,13.405602,4
1983,5080,29,9.9436216,4
1976,5080,37,14.852866,2
1977,5080,28,10.459507,4
1978,5080,28,10.025367,3
1976,5080,57,15.665133,2
1977,5080,41,6.4325967,4
1977,5080,59,7.8818927,1
1979,5080,25,8.3426352,2
1976,5080,48,8.6641722,2
1978,5080,42,8.5063715,2
1980,5080,34,8.750001,4
1978,5080,41,9.4785271,3
1976,5080,55,25.446058,4
1976,5080,50,14.620791,4
1977,5080,45,15.137232,3
1980,5080,27,13.173077,2
1976,5080,40,10.224111,2
1977,5080,38,2.0919015,1
1978,5080,40,12.422002,3
1976,5080,26,8.6641722,3
1977,5080,31,10.936563,3
1980,5080,28,6.4189191,4
1982,5080,49,18.245426,3
1980,5080,38,6.1538463,4
1979,5080,32,11.398366,2
1977,5080,58,6.1501904,1
1980,5080,58,12.657344,4
1982,5080,55,14.315643,4
1982,5080,51,14.778796,2
1980,5080,32,12.980769,2
1979,5080,47,15.740842,2
1982,5080,51,7.3893981,2
1981,5080,55,13.510198,1
1981,5080,56,13.074384,4
1979,5080,34,8.6045065,1
1983,5080,55,13.283882,2
1979,5080,39,13.86211,2
1981,5080,38,9.7970715,4
1981,5080,39,24.760414,2
1982,5080,55,8.6014156,1
1978,5080,36,13.367155,4
1978,5080,44,15.189949,1
1981,5080,39,2.6148767,4
1981,5080,38,10.909702,3
1981,5080,39,17.43251,4
1980,5080,25,6.2500005,2
1980,5080,28,6.6313,2
1979,5080,57,27.283321,4
1978,5080,27,6.891376,4
1981,5080,35,8.5225611,4
1979,5080,41,10.476797,4
1979,5080,34,6.2892528,2
1979,5080,35,9.7007389,3
1981,5080,30,9.1520691,2
1981,5080,28,7.471076,3
1982,5080,35,8.2104416,4
1980,5080,29,9.6153841,4
1981,5080,50,10.30103,4
1981,5080,57,9.1520691,2
1980,5080,37,10.392788,4
1978,5080,29,4.8607836,1
1984,5080,38,10.723606,4
1978,5080,42,16.708944,4
1981,5080,34,7.1071005,3
1979,5080,42,13.157109,2
1981,5080,30,7.7477827,4
1981,5080,55,10.562796,2
1981,5080,26,5.665566,2
1981,5080,59,8.9099493,3
1976,5080,38,6.0339775,2
1982,5080,47,10.263053,2
1976,5080,56,6.1546569,2
1980,5080,37,36.057693,4
1979,5080,42,10.913328,4
1982,5080,45,8.9493828,2
1983,5080,54,14.337111,1
1979,5080,49,10.185774,4
1981,5080,48,11.331134,2
1981,5080,53,10.89532,1
1983,5080,38,10.606529,4
1979,5080,32,8.7306643,3
1981,5080,44,9.8695917,4
1981,5080,51,11.984852,4
1981,5080,25,9.5878811,3
1981,5080,33,9.675045,2
1979,5080,31,13.889691,4
1981,5080,26,6.7986794,3
1981,5080,57,32.685959,4
1980,5080,53,30.000002,4
1979,5080,32,15.824328,3
1976,5080,29,12.532106,4
1981,5080,44,14.333399,4
1981,5080,48,28.016537,4
1984,5080,30,12.201079,4
1980,5080,28,7.2115383,2
1981,5080,46,20.919014,3
1979,5080,41,10.913328,2
1984,5080,53,5.7192564,2
1980,5080,26,9.0824795,2
1980,5080,42,6.9230771,4
1979,5080,36,6.9404407,4
1977,5080,37,12.551408,2
1980,5080,38,7.2115383,1
1980,5080,30,6.2500005,2
1979,5080,58,18.552662,4
1980,5080,38,14.311272,4
1980,5080,34,11.111112,2
1976,5080,52,3.9267268,1
1980,5080,33,5.978261,2
1980,5080,41,8.8141022,4
1980,5080,58,9.6153841,1
1980,5080,25,4.8581734,2
1977,5080,40,10.89532,1
1980,5080,34,5.7692308,1
1981,5080,34,8.0887976,4
1980,5080,31,15.625001,4
1981,5080,26,3.9223151,2
1980,5080,44,12.500001,2
1983,5080,54,5.6015735,1
1982,5080,49,6.5683541,1
1980,5080,25,14.272726,2
1980,5080,28,9.1973238,2
1980,5080,31,14.423077,4
1980,5080,44,6.5384612,2
1980,5080,45,13.701924,2
1980,5080,53,10.576922,3
1982,5080,40,9.0314865,4
1980,5080,54,13.452083,1
1983,5080,37,11.709607,3
1984,5080,44,12.54,1
1979,5080,56,12.004662,1
1980,5080,25,5.8823528,2
1980,5080,50,7.692307,3
1980,5080,38,12.500001,3
1982,5080,28,8.3016701,3
1977,5080,38,6.5371919,1
1979,5080,40,12.732217,4
1978,5080,42,11.341828,2
1980,5080,53,10.48951,4
1980,5080,40,7.692307,1
1978,5080,40,5.4683819,1
1980,5080,29,11.085796,2
1980,5080,33,10.576922,2
1981,5080,46,9.5878811,2
1980,5080,29,9.0277767,3
1979,5080,45,13.641661,2
1980,5080,34,16.190001,2
1979,5080,51,12.472378,2
1979,5080,34,20.371548,4
1982,5080,50,2.1347151,1
1980,5080,27,9.7777777,3
1977,5080,26,8.1714897,3
1976,5080,25,9.0509663,2
1980,5080,47,13.888889,4
1982,5080,30,7.4320922,3
1982,5080,27,16.420883,4
1979,5080,41,9.2330246,4
1979,5080,28,8.8616238,3
1979,5080,56,9.6731787,3
1979,5080,40,13.095994,1
1980,5080,26,6.6586537,3
1980,5080,31,11.057692,4
1978,5080,33,14.229456,4
1980,5080,27,3.7878788,2
1983,5080,30,6.3639174,3
1979,5080,57,7.0936646,1
1979,5080,30,4.638165,4
1982,5080,35,8.2104416,2
1979,5080,46,8.1849966,2
1979,5080,38,4.6056118,1
1983,5080,57,4.6264429,4
1978,5080,25,8.5063715,3
1980,5080,26,10,2
1976,5080,51,11.724483,2
1981,5080,57,7.0819578,2
1981,5080,27,5.2297535,2
1979,5080,26,6.0023317,3
1980,5080,25,9.6153841,4
1976,5080,32,10.795016,3
1979,5080,29,6.547998,2
1979,5080,44,16.121965,2
1979,5080,26,6.847023,2
1978,5080,27,13.690397,2
1978,5080,47,16.202612,4
1980,5080,33,17.094015,3
1979,5080,52,29.763622,4
1979,5080,33,11.640886,2
1979,5080,53,11.368051,2
1979,5080,40,13.641661,4
1979,5080,33,8.7306643,3
1980,5080,25,7.8125005,3
1978,5080,42,10.025367,2
1980,5080,30,3,4
1978,5080,58,15.69628,4
1979,5080,29,12.222928,2
1982,5080,34,8.2104416,2
1982,5080,34,10.673576,4
1983,5080,35,3.0228608,4
1982,5080,34,5.9115191,4
1982,5080,40,12.406892,4
1982,5080,36,14.433341,4
1979,5080,38,16.000134,2
1983,5080,40,10.124414,4
1984,5080,43,9.9133787,1
1978,5080,37,3.6455877,2
1983,5080,25,1.8384651,2
1982,5080,58,7.799921,2
1982,5080,51,15.96931,2
1983,5080,40,10.739111,3
1976,5080,45,12.532106,2
1982,5080,47,7.8820243,2
1981,5080,27,9.1520691,2
1984,5080,32,6.1005406,3
1983,5080,28,9.4765787,2
1984,5080,50,6.3865032,2
1979,5080,26,14.187329,3
1984,5080,34,10.790331,4
1983,5080,30,7.595335,4
1981,5080,35,8.2804441,2
1982,5080,33,16.420883,4
1982,5080,56,6.294673,4
1978,5080,51,13.974752,4
1979,5080,31,3.4922655,4
1976,5080,27,5.5698256,2
1979,5080,26,10.203962,2
1982,5080,55,8.7133322,2
1983,5080,32,9.1481314,3
1984,5080,25,4.2364864,2
1984,5080,40,10.167566,2
1976,5080,56,10.475449,4
1983,5080,27,6.3289156,2
1983,5080,32,8.3244019,3
1980,5080,37,11.538461,2
1982,5080,26,12.315663,3
1977,5080,39,4.7067785,1
1982,5080,49,6.9332623,2
1977,5080,25,10.459507,4
1982,5080,29,4.4161921,2
1982,5080,25,7.799921,3
1982,5080,33,6.2479467,4
1980,5080,41,12.179488,4
1978,5080,32,10.515864,3
1982,5080,40,14.532483,2
1982,5080,25,10.962049,1
1984,5080,33,9.532094,3
1977,5080,34,9.4789295,3
1984,5080,39,9.8964329,2
1983,5080,45,6.5409141,1
1979,5080,29,11.155849,3
1984,5080,38,13.435714,2
1980,5080,59,11.144711,2
1982,5080,44,6.9788761,1
1983,5080,41,7.5571513,2
1983,5080,52,6.8412113,1
1982,5080,47,20.74217,3
1984,5080,55,13.726215,1
1982,5080,39,12.215537,2
1981,5080,50,6.9124265,1
1983,5080,29,3.9774485,4
1982,5080,33,13.793543,2
1981,5080,53,11.984852,4
1982,5080,30,12.025562,4
1980,5080,59,12.13029,4
1982,5080,59,10.263053,1
1983,5080,25,3.2316768,1
1982,5080,51,17.24193,2
1977,5080,34,11.291514,3
1982,5080,40,10.947256,4
1982,5080,37,12.410496,2
1982,5080,59,8.2104416,1
1982,5080,43,2.0899308,4
1984,5080,41,11.704525,4
1984,5080,25,6.5580807,2
1983,5080,39,10.130318,2
1983,5080,39,4.3798728,2
1978,5080,49,10.110431,2
1977,5080,41,7.0904999,2
1982,5080,27,4.5789003,2
1983,5080,41,2.7576973,1
1983,5080,26,8.7503872,3
1984,5080,36,11.438513,1
1982,5080,58,13.54723,3
1984,5080,25,4.3241215,4
1977,5080,41,9.4552517,2
1984,5080,32,10.485304,2
1982,5080,40,22.25942,2
1983,5080,50,17.898518,3
