year,metarea,age,wage,edcode
1978,160,29,9.1068211,2
1981,160,34,9.1520691,2
1983,160,41,9.2925119,3
1982,160,49,6.0497994,2
1976,160,32,7.9370017,2
1976,160,54,11.537496,4
1978,160,56,17.012743,3
1976,160,49,26.108555,4
1984,160,38,2.6689866,2
1984,160,29,11.438513,4
1978,160,52,17.620338,4
1979,160,51,34.104153,4
1982,160,56,20.069969,4
1984,160,42,9.3033237,2
1982,160,26,6.5683541,3
1981,160,34,11.113226,3
1977,160,31,10.524879,2
1976,160,26,4.676332,3
1982,160,34,7.2251892,4
1977,160,27,10.34065,4
1976,160,33,11.832642,4
1978,160,28,4.6738305,3
1984,160,26,8.0270271,4
1979,160,50,10.913328,1
1982,160,44,5.4895015,2
1979,160,57,7.9121642,3
1979,160,29,6.547998,4
1979,160,48,34.104153,4
1982,160,55,11.823036,2
1983,160,49,9.5458765,2
1976,160,32,11.139649,4
1984,160,57,6.6724658,2
1978,160,50,9.9974165,3
1980,160,29,7.5000005,3
1976,160,35,12.862631,4
1976,160,27,3.6309602,1
1977,160,42,2.3795381,1
1984,160,36,4.9898872,4
1981,160,39,4.0792079,4
1980,160,42,5.161943,3
1982,160,34,5.2116489,3
1984,160,30,9.1508102,2
1976,160,31,11.82167,1
1976,160,27,5.9179392,2
1980,160,29,6.5406981,2
1980,160,29,5,2
1980,160,25,5.9359374,2
1981,160,55,3.2374666,2
1980,160,31,4.5,3
1980,160,25,4.9140048,2
1982,160,31,8.2104416,4
1976,160,30,3.0169888,2
1983,160,37,7.5624557,3
1981,160,31,3.7770445,1
1977,160,29,2.9927266,2
1980,160,29,9.6333599,2
1978,160,30,7.1807032,3
1983,160,58,4.0608015,2
1978,160,40,9.0331573,4
1976,160,26,9.6543636,3
1981,160,30,1.5253447,4
1976,160,58,18.127691,2
1983,160,40,12.330089,4
1976,160,52,17.823439,3
1978,160,39,16.803122,2
1981,160,25,3.4167724,3
1976,160,39,8.3547373,2
1976,160,44,9.0509663,1
1978,160,45,9.1139698,1
1981,160,26,8.0189552,2
1977,160,29,10.18233,3
1978,160,33,9.0614729,4
1984,160,40,6.5362935,1
1978,160,57,9.4177675,2
1979,160,50,3.7748992,1
1983,160,28,5.7855964,4
1981,160,47,17.43251,4
1977,160,27,6.1188121,3
1976,160,37,8.3429022,3
1978,160,54,10.014139,2
1979,160,28,11.883403,4
1979,160,46,9.0944405,1
1982,160,48,5.7055111,1
1978,160,40,14.582351,4
1978,160,41,17.359941,4
1977,160,33,9.805788,2
1981,160,25,7.2635465,2
1977,160,59,16.9967,2
1982,160,39,9.0314865,3
1976,160,50,13.058455,4
1983,160,30,3.6592524,2
1980,160,53,5.2884612,1
1977,160,55,22.226017,3
1979,160,29,6.9025693,2
1983,160,39,13.92107,3
1983,160,58,7.6518769,3
1978,160,39,7.8258615,1
1983,160,35,3.3993924,3
1979,160,33,8.7372112,3
1980,160,46,13.846152,4
1984,160,36,19.064188,3
1976,160,51,9.9804306,2
1984,160,45,7.2901454,4
1978,160,32,9.7215672,4
1984,160,41,4.5754056,3
1976,160,30,9.6206074,2
1979,160,56,3.8196657,1
1983,160,42,8.5682182,2
1981,160,50,17.989433,2
1976,160,45,3.1859403,1
1980,160,30,7.8431377,2
1984,160,52,5.681128,1
1980,160,33,11.298078,3
1982,160,41,4.0368009,2
1978,160,29,10.058846,3
1984,160,32,9.9133787,1
1977,160,47,14.839426,4
1983,160,32,7.1594071,3
1984,160,30,8.6742067,4
1982,160,32,4.7438111,4
1977,160,32,9.4135561,2
1982,160,43,10.749111,2
1977,160,50,10.590251,3
1982,160,29,6.802938,4
1981,160,55,4.5324535,1
1984,160,50,11.819798,4
1976,160,46,11.835877,2
1981,160,31,8.3676052,2
1979,160,30,6.8146796,2
1980,160,30,7.4038463,3
1979,160,49,13.210873,4
1977,160,42,11.698133,2
1977,160,26,7.9984474,4
1979,160,31,7.9083452,1
1978,160,49,7.1562886,2
1982,160,32,7.3893981,2
1976,160,41,5.8845205,2
1984,160,30,11.591027,2
1978,160,55,13.887953,1
1976,160,50,11.659733,3
1984,160,38,7.3206487,2
1979,160,34,16.369993,4
1980,160,49,17.094015,4
1978,160,50,17.620338,2
1978,160,59,8.5063715,2
1977,160,33,8.4983501,4
1980,160,51,4.318182,1
1977,160,28,7.8446302,4
1982,160,33,9.8525305,4
1977,160,42,12.042197,2
1977,160,28,3.3993402,2
1981,160,30,13.074384,3
1984,160,31,11.05723,3
1976,160,59,7.8905869,1
1983,160,42,7.7560234,2
1982,160,39,8.2104416,4
1982,160,40,9.5442286,3
1983,160,37,9.8375549,4
1976,160,59,12.296782,3
1982,160,58,9.7597532,3
1983,160,56,9.1481314,2
1979,160,31,6.2860775,1
1976,160,57,13.897409,1
1976,160,35,4.5254827,1
1976,160,42,6.9622822,1
1984,160,33,14.996239,4
1981,160,57,6.5742364,1
1977,160,36,9.841444,4
1980,160,34,7.1456728,4
1983,160,55,7.9548969,2
1982,160,59,15.638936,4
1980,160,46,6.5124998,2
1982,160,31,4.5540586,3
1981,160,30,3.8738916,4
1978,160,29,10.536388,4
1976,160,26,5.4389343,3
1977,160,29,7.3216548,4
1981,160,40,11.331134,2
1977,160,39,4.6910892,4
1978,160,32,11.240561,4
1979,160,29,7.0936646,3
1984,160,40,5.9098983,1
1976,160,55,6.9622822,1
1976,160,41,11.348518,4
1978,160,31,7.3458595,1
1978,160,25,12.03044,2
1978,160,49,3.3755441,1
1977,160,53,10.89532,4
1979,160,26,9.9368744,4
1976,160,38,10.882742,2
1976,160,38,7.7476273,2
1977,160,28,9.2973385,3
1980,160,38,7.4175305,3
1977,160,26,10.19802,4
1977,160,25,6.4391341,1
1978,160,37,9.8734655,1
1981,160,58,13.171233,4
1979,160,38,37.204529,4
1983,160,58,9.9436216,1
1981,160,33,7.8446302,3
1980,160,43,11.133604,2
1977,160,29,14.054963,2
1979,160,29,3.7389069,3
1978,160,58,10.936764,1
1982,160,25,4.3515344,2
1980,160,59,36.057693,3
1976,160,27,2.7152898,2
1979,160,25,6.488338,2
1984,160,27,6.8962636,4
1983,160,30,4.7729383,4
1984,160,50,11.297296,2
1978,160,29,6.6671844,4
1984,160,31,6.6724658,4
1977,160,51,13.074384,3
1976,160,25,11.029647,4
1983,160,44,4.7729383,2
1981,160,30,8.7215919,2
1977,160,52,9.8991766,4
1983,160,36,11.31363,4
1983,160,34,6.8382802,2
1976,160,31,6.2294097,1
1976,160,31,4.7741361,4
1983,160,30,6.3639174,4
1980,160,31,7.2115383,3
1976,160,41,11.337524,2
1984,160,52,7.6256752,1
1977,520,30,10.982483,4
1977,520,28,10.148627,4
1979,520,27,10.913328,2
1978,520,37,21.26593,2
1977,520,37,6.5371919,2
1977,520,50,4.5760345,1
1977,520,49,6.7986803,1
1977,520,49,11.040299,3
1977,520,59,5.229754,3
1977,520,39,9.1520691,2
1977,520,38,10.459507,4
1978,520,52,14.752478,2
1983,520,52,17.235607,4
1982,520,33,10.673576,2
1982,520,41,2.2076967,4
1982,520,32,8.2104416,3
1984,520,41,6.6897969,1
1977,520,46,13.450925,3
1977,520,27,5.229754,4
1976,520,35,34.811405,4
1982,520,58,18.062973,4
1981,520,30,3.9223151,3
1977,520,39,8.4983501,4
1980,520,30,5.4807692,1
1977,520,26,6.9730053,4
1979,520,37,13.641661,4
1979,520,34,10.476797,3
1979,520,36,15.824328,3
1980,520,29,7.3333335,4
1977,520,58,19.611576,4
1977,520,41,3.2685959,1
1984,520,50,19.064188,4
1981,520,58,16.9967,4
1979,520,44,26.333862,4
1976,520,46,10.095309,1
1984,520,38,13.344933,2
1981,520,48,13.074384,4
1982,520,31,2.4396744,3
1976,520,38,10.443422,4
1984,520,27,5.8409429,4
1980,520,32,6.0945511,3
1978,520,31,12.535961,4
1976,520,36,8.0615892,2
1976,520,33,11.611692,2
1979,520,41,8.7306643,2
1977,520,32,2.7024753,1
1980,520,40,1.6666666,2
1977,520,48,39.223152,4
1978,520,31,10.936764,3
1984,520,34,6.211113,2
1982,520,43,5.2494283,1
1976,520,26,11.976237,2
1976,520,50,6.8971143,1
1976,520,52,10.86116,1
1976,520,58,8.2281513,3
1976,520,26,6.9622822,3
1976,520,32,5.0685406,4
1976,520,38,30.634039,4
1976,520,27,8.6079121,4
1976,520,50,30.372953,4
1976,520,47,5.2913337,1
1976,520,41,13.924562,4
1983,520,45,6.7218881,2
1976,520,32,8.6234827,2
1976,520,31,6.2660532,2
1976,520,34,4.5254827,4
1976,520,29,11.139649,2
1976,520,27,9.3922539,4
1976,520,31,8.973608,4
1976,520,51,9.7471943,1
1976,520,28,9.9019108,4
1977,520,50,3.5300837,1
1984,520,40,14.641295,4
1983,520,32,7.000309,2
1984,520,55,4.0273099,2
1976,520,35,5.7926183,3
1984,520,41,12.709458,3
1983,520,42,3.5266707,4
1976,520,45,6.0339775,2
1977,520,39,13.07386,4
1980,520,35,6.7307692,3
1978,520,29,3.8886268,3
1978,520,49,11.217192,3
1978,520,29,12.638036,4
1978,520,31,11.5779,2
1978,520,43,4.9823031,1
1978,520,41,24.911514,3
1978,520,44,14.582351,3
1978,520,36,20.368507,3
1983,520,32,9.1481314,4
1978,520,26,3.0379899,1
1978,520,29,7.2911754,2
1976,520,31,11.139649,4
1978,520,28,5.050962,4
1976,520,32,15.317019,3
1979,520,28,6.0629611,2
1978,520,34,7.4783149,2
1978,520,25,6.7564893,4
1976,520,31,3.0236194,2
1977,520,36,7.1909113,2
1976,520,27,8.3477764,1
1977,520,28,6.391921,2
1976,520,25,11.487764,2
1982,520,25,7.799921,1
1984,520,41,4.3256645,1
1984,520,29,1.9826757,1
1979,520,31,16.369993,2
1981,520,48,16.560888,2
1983,520,58,7.1689529,3
1984,520,25,24.332838,4
1978,520,44,10.754484,1
1977,520,44,11.022578,2
1978,520,39,6.5652142,3
1977,520,26,7.6192107,4
1982,520,28,3.415544,2
1978,520,27,9.4785271,4
1983,520,45,7.8355737,4
1977,520,48,17.650419,2
1977,520,25,7.8446302,2
1976,520,41,8.4317675,3
1978,520,43,10.110431,3
1976,520,25,11.99253,2
1978,520,51,15.189949,3
1977,520,27,6.5371919,3
1980,520,51,28.846153,4
1978,520,30,8.7494106,2
1977,520,30,9.675045,3
1979,520,41,32.739986,4
1977,520,36,7.0172834,4
1978,520,45,12.390232,3
1978,520,26,6.5659461,4
1978,520,36,9.1139698,3
1976,520,28,12.532106,4
1982,520,47,15.340563,2
1981,520,34,10.791555,4
1981,520,30,3.42452,3
1977,520,32,8.7162552,3
1978,520,37,5.7445621,4
1978,520,51,4.8607836,2
1978,520,45,9.2926741,1
1978,520,35,10.329165,3
1978,520,39,3.2405224,4
1978,520,39,16.085548,4
1978,520,59,6.4393229,2
1978,520,28,14.582351,4
1978,520,57,15.797545,4
1978,520,49,36.455879,4
1976,520,55,19.494389,4
1978,520,57,16.405146,1
1978,520,29,6.3797779,2
1978,520,43,15.311469,2
1976,520,30,8.6079121,4
1984,520,43,13.587567,3
1977,520,26,6.7986803,4
1980,520,37,1.7482517,2
1983,520,45,9.5458765,1
1978,520,34,15.334617,4
1976,520,35,13.924562,2
1979,520,32,12.004662,4
1979,520,46,7.6393304,3
1979,520,30,9.3854628,3
1979,520,57,8.5123968,1
1979,520,29,10.367663,3
1979,520,37,10.271368,3
1979,520,28,7.5996461,4
1979,520,35,11.349863,1
1979,520,26,8.6128006,4
1979,520,47,14.460162,2
1979,520,26,3.8903835,2
1979,520,29,9.8219957,2
1979,520,52,32.739986,3
1979,520,33,9.5243607,3
1979,520,34,9.8219957,4
1979,520,27,3.273999,1
1979,520,29,16.369993,4
1979,520,45,2.1826658,1
1979,520,52,16.369993,4
1979,520,30,12.059229,4
1980,520,49,28.846153,4
1978,520,39,13.974752,4
1984,520,37,16.776485,4
1978,520,33,11.848159,4
1979,520,37,13.581031,4
1980,520,29,5.7692308,2
1981,520,58,3.9441059,1
1979,520,51,10.67081,4
1981,520,39,14.444081,4
1980,520,37,14.423077,3
1980,520,30,7.7724357,2
1983,520,48,15.671147,2
1980,520,54,13.986015,2
1976,520,33,2.2279301,1
1980,520,44,13.986015,3
1979,520,43,3.529098,1
1979,520,44,10.367663,4
1980,520,49,8.760684,2
1980,520,32,12.980769,1
1980,520,38,17.307692,3
1977,520,37,21.755775,2
1979,520,38,12.430283,2
1980,520,27,15.000001,4
1980,520,29,5.9829063,2
1980,520,28,5.5555558,4
1980,520,34,3.846154,1
1980,520,44,5.909615,1
1979,520,25,8.9731817,2
1980,520,46,10.576922,3
1978,520,33,3.8278668,1
1983,520,58,7.9548969,1
1980,520,34,12.980769,4
1980,520,35,7.692307,4
1981,520,44,10.415925,2
1984,520,38,18.30162,4
1980,520,25,5.7692308,2
1981,520,57,10.459507,4
1979,520,45,9.257926,1
1978,520,34,13.203712,4
1979,520,44,27.283321,4
1984,520,50,11.438513,2
1982,520,32,8.2104416,2
1984,520,41,6.0581751,2
1984,520,41,17.15777,4
1984,520,34,10.845407,3
1978,520,35,10.936764,2
1978,520,52,6.0759797,4
1977,520,34,8.7162552,4
1979,520,32,13.641661,4
1977,520,32,6.07025,2
1981,520,48,4.4757972,2
1983,520,28,5.568428,2
1980,520,58,10.68376,3
1977,520,36,5.8834724,1
1980,520,58,5.7692308,3
1981,520,35,12.009065,4
1976,520,29,4.745491,2
1980,520,36,28.846153,4
1982,520,25,11.905143,2
1978,520,28,7.5949745,4
1981,520,52,22.50379,4
1981,520,29,4.7433867,4
1981,520,54,8.4848385,3
1981,520,25,4.5324535,4
1981,520,33,11.331134,3
1981,520,26,4.7939405,2
1981,520,41,13.074384,4
1977,520,46,10.934941,2
1981,520,38,6.7986794,1
1981,520,41,10.459507,4
1981,520,47,10.89532,2
1981,520,34,28.016537,4
1981,520,48,15.575077,1
1980,520,37,5.25,2
1979,520,54,6.7662644,1
1979,520,56,16.369993,3
1980,520,37,13.461538,4
1978,520,35,12.151959,4
1980,520,32,13.675216,4
1983,520,26,5.568428,3
1980,520,30,10.13986,3
1983,520,33,9.3072281,2
1983,520,30,3.9395676,1
1980,520,26,10.565866,2
1976,520,31,5.0128431,4
1979,520,31,24.944756,2
1980,520,36,8.1730757,3
1983,520,52,11.932345,2
1977,520,58,6.5646486,2
1979,520,31,2.5942545,4
1980,520,45,5.7692308,4
1976,520,38,5.1719804,2
1982,520,44,9.9520502,2
1980,520,32,8.6538458,3
1982,520,48,10.091379,2
1978,520,36,17.027103,3
1980,520,29,8.7412577,4
1980,520,41,16.103848,4
1984,520,45,16.994362,1
1977,520,29,5.229754,4
1980,520,28,7.2115383,2
1979,520,35,8.9385376,3
1980,520,55,7.2150068,1
1980,520,31,8.9663467,4
1981,520,37,4.7939405,1
1982,520,32,10.263053,4
1981,520,27,5.665566,3
1977,520,38,17.650419,4
1980,520,31,6.4102569,4
1982,520,44,6.5683541,2
1984,520,39,6.8631082,1
1982,520,26,3.1113255,4
1982,520,37,10.217439,3
1982,520,26,2.907865,1
1981,520,38,4.7377272,1
1977,520,52,3.4516373,1
1982,520,45,4.1873255,2
1982,520,38,2.8736548,1
1982,520,38,13.136707,1
1982,520,50,5.1315265,1
1983,520,46,17.677547,4
1982,520,34,4.1052208,4
1982,520,45,22.578716,4
1982,520,32,13.136707,4
1979,520,41,11.299117,4
1982,520,41,14.778796,3
1983,520,37,15.909794,2
1984,520,38,17.15777,2
1977,520,31,7.8446302,3
1982,520,55,14.368275,3
1982,520,47,12.808291,3
1978,520,29,5.6385088,4
1978,520,51,6.6283412,2
1980,520,52,11.778847,4
1980,520,37,9.6153841,4
1982,520,49,6.9788761,2
1983,520,39,12.595252,4
1982,520,40,12.315663,4
1983,520,40,6.761662,2
1977,520,43,39.223152,4
1980,520,41,5.3846149,4
1982,520,36,22.989239,4
1982,520,32,10.049581,4
1982,520,34,5.1233163,1
1982,520,28,12.593793,2
1982,520,41,11.345339,4
1983,520,42,6.618474,2
1982,520,31,6.802938,3
1983,520,37,4.7729383,4
1984,520,50,12.201079,4
1983,520,28,5.7911649,2
1983,520,25,11.136856,4
1983,520,40,7.1594071,2
1983,520,35,9.3867788,4
1981,520,31,4.5324535,2
1976,520,40,6.9622822,3
1981,520,39,13.391337,2
1980,520,52,10.384615,3
1979,520,34,12.168363,3
1983,520,46,6.5627894,1
1976,520,39,11.835877,4
1981,520,40,23.533892,3
1983,520,44,2.8726015,1
1983,520,59,12.727835,3
1982,520,38,11.494619,3
1982,520,36,10.960941,4
1980,520,32,6.4903846,3
1983,520,49,29.830864,4
1977,520,55,8.324914,2
1983,520,38,5.6568151,1
1983,520,34,5.1706829,4
1983,520,43,11.629302,4
1982,520,33,16.420883,4
1983,520,36,4.7729383,4
1982,520,40,8.2104416,1
1984,520,40,15.25135,3
1983,520,37,7.6150045,4
1983,520,26,2.5853415,3
1982,520,33,7.1157165,3
1982,520,26,5.4736285,4
1983,520,51,3.6680911,1
1983,520,37,10.341365,4
1983,520,25,3.1516545,2
1983,520,25,3.4471219,4
1983,520,38,4.9638553,2
1982,520,52,10.673576,1
1983,520,41,3.3145404,1
1983,520,33,17.091663,4
1983,520,36,11.31363,3
1983,520,37,9.9436216,3
1982,520,49,16.116278,1
1983,520,52,13.125581,1
1979,520,38,5.456665,3
1983,520,31,21.405905,4
1982,520,42,9.0314865,2
1977,520,43,7.5177703,4
1979,520,39,16.09716,2
1976,520,44,5.5698256,1
1979,520,45,16.369993,3
1983,520,41,5.568428,2
1981,520,42,10.023694,4
1981,520,26,4.6486702,2
1981,520,33,28.327835,2
1982,520,28,6.5683541,2
1983,520,35,4.3751936,1
1983,520,59,13.523324,4
1980,520,31,8.7412577,4
1984,520,36,7.6256752,2
1984,520,50,15.25135,4
1982,520,37,6.8420353,4
1982,520,50,3.694699,1
1983,520,42,7.1594071,4
1977,520,54,10.277073,1
1984,520,25,4.3430037,2
1981,520,32,8.7162552,4
1980,520,38,13.461538,4
1983,520,35,26.092058,1
1977,520,49,13.074384,3
1982,520,35,3.2344167,2
1976,520,54,3.5106776,4
1984,520,37,8.7695265,3
1984,520,50,24.402159,4
1977,520,31,8.22052,2
1984,520,29,5.3379726,2
1982,520,40,36.946991,4
1979,520,48,27.283321,4
1984,520,27,4.5754056,2
1984,520,32,4.8804321,4
1976,520,28,6.4472528,1
1984,520,26,5.7192564,4
1984,520,29,4.0034795,1
1984,520,29,5.5074325,4
1984,520,45,15.25135,4
1984,520,34,5.7192564,3
1984,520,29,12.201079,4
1976,520,52,8.3547373,2
1983,520,39,13.92107,3
1981,520,58,10.424643,1
1983,520,34,3.4471219,3
1984,520,25,4.7279191,2
1984,520,27,6.8631082,2
1978,520,27,10.632965,4
1978,520,44,3.6455877,1
1984,520,39,11.438513,2
1983,520,27,5.9661727,2
1977,520,59,2.2662268,1
1983,520,35,11.626389,4
1982,520,27,4.0139937,2
1981,520,45,27.117241,4
1984,520,47,4.7334785,1
1976,520,50,16.147366,3
1978,520,31,10.329165,4
1983,520,28,4.3751936,2
1978,520,37,9.8430872,2
1982,520,55,8.620965,4
1984,520,33,13.448918,3
1984,520,58,33.764965,4
1983,520,27,2.9546757,1
1984,520,30,8.723773,2
1977,520,27,6.5371919,3
1982,520,36,8.2104416,2
1976,520,45,13.584804,3
1984,520,31,4.2234511,2
1984,520,29,7.4562154,2
1984,520,42,13.344933,4
1984,520,28,5.7192564,1
1984,520,29,6.8631082,2
1984,520,33,7.2698102,1
1984,520,47,15.25135,2
1984,520,30,11.819798,2
1980,520,26,7.2115383,3
1981,520,31,7.614522,2
1980,520,28,4.2628202,1
1983,520,43,7.9946709,4
1984,520,28,6.4394598,2
1981,520,32,8.1351719,2
1976,520,59,11.139649,1
1982,520,25,2.8462868,3
1977,520,41,9.1520691,2
1984,520,51,7.9307027,1
1979,520,37,10.260712,3
1976,520,26,5.96767,1
1978,520,25,7.2911754,2
1977,520,30,20.919014,1
1978,520,40,7.0043893,4
1976,520,33,8.5797577,4
1984,520,32,16.013918,4
1982,520,46,12.726187,3
1979,520,28,4.9109983,3
1978,520,40,36.455879,3
1984,520,32,7.7781901,2
1984,520,54,10.54885,4
1976,520,28,13.228336,4
1984,520,51,7.2443914,3
1976,520,29,11.139649,1
1982,520,35,35.173702,4
1984,520,30,3.9653513,2
1983,520,53,15.805981,3
1980,520,47,12.582997,3
1980,520,33,11.057692,4
1983,520,35,8.7503872,2
1982,520,41,4.7065382,3
1984,520,40,13.344933,2
1984,520,25,7.4251208,1
1979,520,45,4.3653316,1
1977,520,33,14.381823,3
1982,520,59,8.2104416,3
1984,520,59,22.877026,1
1984,520,54,9.7189989,2
1984,520,39,9.532094,4
1980,520,27,6.4102569,3
1977,520,42,14.381823,2
1977,520,38,6.5371919,3
1981,520,38,3.0506895,2
1983,520,35,11.932345,3
1978,520,31,10.207646,4
1979,520,35,10.913328,4
1979,520,37,19.098326,3
1980,520,34,28.846153,4
1981,520,28,6.7986794,3
1984,520,53,8.006959,1
1980,520,56,36.057693,4
1980,520,40,12.362637,4
1979,520,30,5.8204422,4
1984,520,32,3.776525,1
1980,520,49,10.395011,2
1983,520,26,13.788486,4
1978,520,48,7.9340143,2
1980,520,44,21.195297,4
1982,520,58,19.1577,4
1982,520,44,8.1940212,3
1982,520,35,20.894329,4
1977,520,31,8.1525326,4
1982,520,30,6.8521719,2
1982,520,43,11.643901,1
1979,520,31,14.551105,4
1983,520,36,7.3907967,2
1980,520,56,4.8076925,1
1976,520,53,4.2121801,1
1984,520,33,9.532094,4
1977,520,52,27.456207,1
1982,520,58,4.0025907,1
1981,520,40,8.7162552,2
1976,520,28,5.7597055,2
1980,520,37,16.042006,3
1982,520,42,5.3367872,2
1979,520,51,6.2424245,1
1979,520,35,32.739986,4
1982,520,35,7.9431257,1
1978,520,46,25.912228,4
1984,520,34,13.768581,4
1981,520,50,17.43251,2
1978,520,30,10.936764,4
1981,520,37,8.0015221,1
1982,520,35,10.207578,4
1981,520,45,39.223152,4
1981,520,29,6.1013789,1
1977,520,27,9.936533,4
1976,520,36,4.3883471,4
1981,520,48,10.89532,3
1984,520,42,6.291182,2
1977,520,41,5.8834724,2
1978,520,28,9.9298878,4
1983,520,30,4.4057889,2
1978,520,32,3.8886268,4
1981,520,43,12.202758,3
1976,520,50,8.9902706,2
1982,520,45,10.792171,4
1979,520,51,12.126455,3
1981,520,48,13.248711,3
1976,520,36,22.706318,4
1982,520,49,13.95775,3
1976,520,32,3.8524625,1
1982,520,56,10.091379,3
1977,520,29,5.4389439,1
1979,520,50,36.377762,3
1983,520,33,2.9830863,1
1984,520,33,6.1005406,2
1982,520,40,10.222,3
1977,520,33,9.4789295,2
1976,520,25,8.0453033,2
1981,520,32,10.168965,4
1984,520,41,10.825027,3
1984,520,47,8.3189182,4
1977,520,28,6.3894997,2
1982,520,34,3.694699,2
1980,520,46,4.805769,2
1984,520,44,6.741097,2
1979,520,29,4.1815286,2
1982,520,53,19.705061,4
1978,520,51,3.1595094,2
1977,520,35,7.0330286,2
1976,520,30,12.779965,2
1982,520,25,5.7282157,2
1976,520,47,18.798161,2
1983,520,26,7.5571513,4
1977,520,29,10.575786,4
1976,520,44,4.1188855,1
1982,520,56,3.3961375,1
1977,520,47,12.100517,4
1976,520,34,13.924562,4
1979,520,45,10.913328,2
1982,520,27,6.9788761,2
1979,520,36,12.004662,2
1983,520,29,7.1594071,3
1981,520,25,5.7780857,4
1976,520,26,6.2660532,3
1976,520,30,5.7438822,2
1984,520,34,8.6871691,4
1980,520,48,13.461538,2
1979,520,40,11.786395,3
1982,520,54,3.3088081,1
1980,520,26,6.4102569,2
1982,520,48,23.399759,4
1977,520,36,35.65741,4
1977,520,30,10.95895,2
1978,520,57,9.1625767,4
1984,520,25,3.0502703,2
1980,520,36,6.3216348,1
1982,520,59,36.946991,4
1982,520,37,12.315663,2
1983,520,28,6.7218881,3
1983,520,41,8.6578884,3
1978,520,36,10.173733,3
1977,520,45,6.2757049,3
1978,520,30,5.0633163,2
1977,520,28,9.805788,2
1979,520,58,6.547998,4
1981,520,53,6.9730053,1
1982,520,40,4.1052208,1
1980,520,26,9.0384617,4
1982,520,34,8.2104416,2
1976,520,37,6.2660532,3
1984,520,59,7.6256752,3
1976,520,33,3.6551979,2
1981,520,38,10.459507,4
1980,520,47,18.167788,2
1979,520,30,5.456665,2
1979,520,53,6.0023317,4
1977,520,45,8.8252096,1
1976,520,57,17.405703,4
1983,520,25,5.9661727,3
1981,520,37,14.942801,4
1976,520,33,20.274166,4
1984,520,36,6.6089191,3
1984,520,42,8.5407562,2
1978,520,47,11.631856,1
1977,520,45,6.2757049,1
1983,520,33,11.534599,4
1984,520,26,4.6325979,2
1984,520,43,3.0502703,3
1979,520,44,4.638165,1
1983,520,40,11.936135,3
1983,520,37,3.9774485,2
1983,520,28,6.3639174,2
1979,520,48,10.203962,2
1977,520,35,14.120335,3
1983,520,45,12.153316,2
1977,520,42,9.805788,3
1980,520,25,5.4903846,3
1984,520,33,7.2027636,3
1981,520,49,22.596893,4
1982,520,41,2.3041368,2
1979,520,25,3.9982471,3
1977,520,39,9.805788,4
1980,520,42,24.03846,4
1984,520,34,2.4783444,2
1980,520,46,6.7307692,1
1977,520,50,15.68926,4
1982,520,27,6.3413348,2
1977,520,50,17.825615,3
